	GSM943243	GSM943249	GSM943250	GSM943251	GSM943252	GSM943253	GSM943254	GSM943255	GSM943256	GSM943259	GSM943260	GSM943261	GSM943262	GSM943263	GSM943277	GSM943282	GSM943283	GSM943284	GSM943285	GSM943286	GSM943287	GSM943288	GSM943289	GSM943290	GSM943291	GSM943292	GSM943293	GSM943294	GSM943295	GSM943296	GSM943297	GSM943298	GSM943299	GSM943300	GSM943301	GSM943302	GSM943303	GSM943316	GSM943318	GSM943319	GSM943320	GSM943321	GSM943322	GSM943328	GSM943329	GSM943330	GSM943331	GSM943332	GSM943336	GSM943337	GSM943338	GSM943339	GSM943340	GSM943341	GSM943342	GSM943343	GSM943347	GSM943348	GSM943349	GSM943350	GSM943352	GSM943371	GSM943372	GSM943373	GSM943382	GSM943383	GSM943384	GSM943385	GSM943388	GSM943389	GSM943390	GSM943391	GSM943392	GSM943393	GSM943394	GSM943395	GSM943396	GSM943397	GSM943398	GSM943399	GSM943400	GSM943403	GSM943404	GSM943405	GSM943406	GSM943407	GSM943408	GSM943409	GSM943410	GSM943411	GSM943412	GSM943414	GSM943415	GSM943430	GSM943431	GSM943432	GSM943244	GSM943245	GSM943246	GSM943247	GSM943248	GSM943257	GSM943258	GSM943264	GSM943265	GSM943266	GSM943267	GSM943268	GSM943269	GSM943270	GSM943271	GSM943272	GSM943273	GSM943274	GSM943275	GSM943276	GSM943278	GSM943279	GSM943280	GSM943281	GSM943304	GSM943305	GSM943306	GSM943307	GSM943308	GSM943309	GSM943310	GSM943311	GSM943312	GSM943313	GSM943314	GSM943315	GSM943317	GSM943323	GSM943324	GSM943325	GSM943326	GSM943327	GSM943333	GSM943334	GSM943335	GSM943344	GSM943345	GSM943346	GSM943351	GSM943353	GSM943354	GSM943355	GSM943356	GSM943357	GSM943358	GSM943359	GSM943360	GSM943361	GSM943362	GSM943363	GSM943364	GSM943365	GSM943366	GSM943367	GSM943368	GSM943369	GSM943370	GSM943374	GSM943375	GSM943376	GSM943377	GSM943378	GSM943379	GSM943380	GSM943381	GSM943386	GSM943387	GSM943401	GSM943402	GSM943413	GSM943416	GSM943417	GSM943418	GSM943419	GSM943420	GSM943421	GSM943422	GSM943423	GSM943424	GSM943425	GSM943426	GSM943427	GSM943428	GSM943429	GSM943433	GSM943434	GSM943435	GSM943436	GSM943437	GSM943438	GSM943439	GSM943440	GSM943441	GSM943442	GSM943443	GSM943444
C15orf39	10.61861599	10.60736197	10.90253914	10.56726405	10.84936837	10.29249496	10.63384641	10.66011441	10.88312156	10.19981957	10.54911901	10.075785	10.26465902	10.35622291	10.49649267	10.42544817	10.8126187	10.5468308	10.6700895	10.4089674	10.23761966	11.1675557	10.70778842	10.24277793	10.33535407	10.83481903	10.73066393	10.23916623	10.07532295	10.96241688	10.71836933	10.67720581	10.18090735	10.40537707	10.54434592	10.27135848	10.57924242	9.950740742	9.986612478	9.52630276	10.36785092	10.19637773	9.832807931	10.09820285	10.68907792	10.46053883	10.56085369	9.827071962	9.729069064	10.33891096	10.41313996	10.64299032	9.970125148	10.50525959	9.893054464	10.20786316	10.23131425	10.46291275	10.41793796	9.841708121	10.26838139	10.63168639	10.26366239	10.5818334	10.77664736	10.97329291	10.23975058	10.74469288	10.67092222	10.65523602	10.99895532	10.54904286	10.52367031	9.848393186	10.31675937	10.385803	10.47810022	10.28239358	10.76862266	10.92744095	10.5092152	10.2238706	9.841488492	10.19765351	10.35570441	10.03420026	9.865001386	9.966200972	10.79290986	10.11379711	10.40566975	10.67534029	10.10054364	11.20423374	10.07775515	10.47557825	10.59355986	10.66018871	10.24535331	10.32456844	9.971028468	11.02476092	10.45120129	9.292773868	10.16951256	10.43713142	10.69013735	10.59632246	9.140456096	10.41397344	10.61838814	10.74858116	10.68067091	10.07272627	9.890385145	10.92023386	9.40422632	10.16632893	10.62330011	10.59457795	8.680828553	10.3031138	9.540117819	10.31357686	9.997831858	10.147724	9.892252383	9.330741699	10.49863017	9.727594298	10.18555115	9.859065993	10.16852734	10.13854961	9.665328336	9.641069346	9.653947114	9.689197056	9.998476302	10.14123871	10.41750304	8.889473299	10.03921228	10.78027521	10.14056932	9.846651834	9.665322164	9.736851895	9.93520772	9.704923202	10.09487768	9.52334268	9.319849503	10.42421338	10.07325927	10.13039275	10.71006758	10.06790616	10.399297	10.19754118	10.02291937	10.06769457	10.63937959	9.641353508	9.760850517	10.33957639	8.780100671	9.7145115	10.50818428	10.22719282	9.852826787	10.25104806	10.67822142	9.637766446	10.66128559	9.823030379	10.0750647	9.422633047	10.14745642	9.677557099	10.34488847	9.849317757	9.835877124	9.656260527	10.03181459	10.92099075	9.521397302	10.03362324	10.78567023	10.54830599	10.01673957	10.40660517	10.03814669	10.74325953	10.2421247	9.45873206	10.33824032	10.26816288	8.956377149	10.4670903	10.68792464	10.04944607
C16orf35	9.34374855	8.832886364	9.446552648	9.947983387	9.414508105	8.69393961733333	9.22860440466667	9.15974017766667	9.44436339033333	9.46254072333333	9.75211983533333	9.703804488	9.47887675	10.6794511763333	9.050221214	9.22587031333333	9.56634320733333	9.02143416733333	10.961973279	9.81354877166667	9.397643447	9.223704608	10.0273943363333	9.51251238966667	10.1758002646667	9.463688833	9.35796720866667	9.426103228	9.70313905033333	9.48355871533333	9.806229749	9.87735597933333	11.0656958786667	8.91379607033333	9.347113359	10.284940196	9.80603331466667	8.567989749	8.95816799533333	8.676635249	8.74132863266667	9.50859965666667	8.91454651933333	8.57667394433333	8.94350034566667	9.27975680966667	8.62268418966667	9.217785948	9.40323315033333	9.01589680566667	9.957687295	9.78243659933333	8.79784670133333	8.846800166	9.16221596033333	9.12618291433333	8.93238985666667	9.10781417	9.10869232266667	9.149737196	9.21496242133333	9.730547052	8.68267300833333	9.09580347766667	8.99675194466667	8.97947490466667	8.98614431233333	9.08119325933333	9.764500146	8.91770090266667	8.862147377	8.68158584933333	9.72948598966667	9.72760864066667	8.88194927133333	8.51980581266667	10.4090658943333	9.72233520333333	9.084411327	9.34980485366667	9.40070660033333	9.405675402	8.779683669	9.05576278066667	9.41495460066667	8.66507666466667	8.78393063666667	9.00328004633333	9.38855284566667	8.887258308	8.57415684633333	9.51412135133333	9.12812548133333	9.817209054	8.82830030266667	9.762420233	9.01007957133333	9.60635126633333	9.01686973833333	8.92976110266667	9.48256927866667	8.75645917433333	8.84650728566667	9.023960835	8.770375171	8.68365259166667	8.67848803233333	8.813206357	8.06137851966667	8.763094869	9.98409714166667	8.68119188133333	8.97276038266667	9.131137455	8.65596441133333	10.003204002	9.019072342	9.01317190166667	8.95765628033333	9.27306545066667	8.653959048	10.3406482866667	8.67943002833333	8.97465125266667	8.483401084	8.95915888466667	9.13985314233333	9.90330867566667	9.249826065	8.845923687	9.302040856	9.51862264666667	9.36901607066667	9.191512739	8.09289600366667	8.79754153966667	9.13275510233333	8.743102781	9.303291082	9.662077852	9.57570922266667	9.92623072066667	8.67011253366667	9.56366389233333	9.03584354133333	9.006446823	9.240792423	8.454387476	8.75662963233333	8.42517157533333	8.61003476333333	9.121029479	8.22551997633333	9.434460516	9.40382286733333	9.19762252466667	9.73381069533333	9.24406899366667	8.76855720333333	8.73572593833333	8.27511280966667	9.383000381	8.79398223733333	8.57242103066667	8.71442133766667	8.91955199133333	8.54702579633333	8.384547679	8.523034803	8.57829205366667	9.004585965	9.798771891	8.92164096233333	10.6280266116667	9.78028999966667	8.92421872733333	8.74947073966667	9.60745732	9.53659235633333	9.49334642933333	8.7650773	9.086433644	8.50064409466667	8.26727175	9.26512587066667	10.0296050763333	8.58910165466667	9.54645595766667	9.040099586	9.49135222133333	9.05366495066667	9.38435664333333	8.84653037666667	8.658912864	8.81164037733333	8.99595714733333	8.71418939533333	8.22818180033333	8.853168237	8.44388836533333	8.57874271	9.018051363
C17orf45	11.00681551	11.16982015	11.04454922	11.6148514	11.5255447	11.94149073	11.57805178	11.36061278	11.43275163	12.11027002	11.7911744	11.73010244	12.04283014	12.1256565	11.56966432	11.3963764	11.75784365	11.35464594	11.763452	10.93176992	10.93827247	10.9588992	11.0073966	11.41333132	11.36524502	11.21467602	11.44058154	11.67031337	11.78136735	11.14038676	11.57759822	11.22011309	11.78257115	11.27214006	11.55024578	11.36191452	11.3614712	12.03023419	11.51305034	12.07018757	11.48268334	11.30214037	11.37379158	11.47332391	11.54953218	11.59219455	11.00517902	11.63316067	11.88647085	11.55298841	12.23552603	11.01866305	12.30087554	11.14940489	12.37245431	11.39655912	11.20600311	11.30973181	11.9172909	12.39002328	11.82373559	11.11953591	11.85990578	11.12308758	11.27641666	11.08330465	11.90542111	11.22127775	11.73659728	11.14473173	12.15098705	12.43066181	11.78942931	11.89812541	12.27043642	11.71313063	11.68794827	11.97783441	11.1589577	11.77260802	12.26984598	11.58722007	12.42198941	11.04963487	11.43802938	12.26761171	11.3141179	11.81088302	12.00686625	11.2447972	11.80614128	11.12655952	11.15820086	10.86986797	12.42938335	11.75313455	11.37668089	11.54759747	11.74956868	11.7423113	12.05594993	11.02224391	11.23922892	13.0614289	12.4513746	11.80190032	11.71739514	12.09571858	12.78946344	12.03607068	12.01877744	11.54943911	11.33975914	10.93631355	11.47025121	12.12196734	12.72066887	11.83061182	11.88178056	11.39120636	13.30788537	11.9236585	13.13232397	12.37906026	12.53691171	11.05942229	11.85552234	12.22544878	11.89158813	12.11518906	11.50578382	11.83818768	11.07986534	12.50907688	12.55188854	12.61364092	12.67426948	12.36302025	11.72497554	11.82237859	11.26512834	12.54967728	12.15570591	11.79758155	10.84419672	11.48569171	12.03116724	11.93394626	11.80844347	12.67138189	11.86696655	12.55618984	13.07104877	11.81081962	11.57917708	11.67006625	11.36978543	12.3199005	11.50301994	11.28935357	12.07007915	11.16428695	11.60541312	12.34971175	12.09378399	12.13541957	13.40613556	12.57805695	11.71747374	11.93455202	12.0525883	11.5955727	10.80726836	12.39955875	10.99685385	11.42058254	11.57850199	12.33675942	11.17436694	12.3848163	12.24384854	11.96034595	12.38687962	13.11934243	12.18641384	11.47053989	12.90399648	11.40756078	11.97215488	12.10476836	11.80311648	11.01866793	12.0916653	11.20465493	11.62646382	12.29445276	11.9388553	11.91349177	13.0528731	12.24501792	11.74008547	12.03315157
C17orf61	9.223471276	9.171745848	9.080428712	8.799756508	9.828924943	9.282272408	9.601615404	9.133767419	9.264489803	9.516304613	9.266069585	9.545122413	9.717834905	9.694367633	9.150249759	9.463441854	9.697366514	9.451693239	9.543478022	8.992354138	8.992702719	9.11685623	8.785465095	9.209971752	9.002893771	9.329067062	9.43025697	9.137022716	9.274464892	9.708569121	8.997490472	8.940780316	9.085003727	9.269340081	9.500208082	9.190865889	9.228184504	10.02612442	8.735677577	9.56714249	9.162380022	9.231466721	9.556253678	9.343199033	9.223003393	9.547160004	9.062809485	9.490954012	9.996494825	9.262849976	9.430089083	9.247501713	10.07341682	9.398948677	10.11873539	9.258547192	9.211425734	9.162540207	9.556096676	10.09561983	9.475250598	8.955398973	9.109023252	8.860943679	8.858427503	8.716574414	9.220255246	9.410866834	8.747678661	9.020002166	9.690081618	10.19545815	9.109177093	9.388113987	9.968702629	9.165601015	9.071627854	9.138541862	9.497236879	9.981797899	10.01011924	9.334592931	9.734327792	8.962813578	9.22634361	9.842963631	9.220096386	9.386225193	9.654249236	9.10282066	10.23755406	8.714607164	8.730653321	9.027211719	10.10981316	9.967799624	8.944560649	8.853223071	9.47750865	9.537152227	9.428926375	9.428317651	9.220340618	11.38160711	10.42460313	9.749283576	9.160162302	9.58798311	10.87461615	9.535190275	9.442538004	9.404125753	9.356161908	8.694301508	9.444977164	9.525474728	10.66189622	9.818938498	9.310224668	9.291979611	11.18731668	9.807277178	11.37963065	9.89802024	9.933348167	9.218188708	9.64911949	9.791000313	9.593364456	9.837326396	9.379037782	9.13617453	8.712072233	10.16210004	10.78584948	10.32523099	10.31137554	10.07230768	9.551443849	9.726652564	9.180200657	10.42737939	10.22033264	9.185349656	9.090003511	9.209327041	10.03011679	9.460698109	9.698241057	9.898666997	9.703397538	10.00723672	10.98082363	9.255337124	9.207506841	9.28968094	8.975451948	9.736992535	9.348774627	9.810062905	9.837870109	9.16129871	9.259918619	9.655918563	9.323699849	9.486477945	10.96620656	10.45678113	9.116926208	9.844743915	9.864887992	9.066864063	8.664325146	9.665351594	8.922544243	9.141805063	8.879787624	9.933282374	8.83912019	10.07911452	9.44395301	9.506989629	9.687817008	10.84802781	9.639722875	9.484983581	11.11404702	9.336556598	9.781075274	10.13107143	9.562209845	8.966781576	9.547849979	9.462077944	9.766894621	10.53601503	9.86383351	9.832167101	11.07825418	9.999902245	9.568772289	10.5721927
C19orf59	8.946206678	9.503805911	10.08324702	9.842089153	11.65398123	9.522316027	11.25616447	9.949788815	10.3149902	9.234975998	9.541634561	9.671318938	10.40959198	8.929235912	9.001010691	9.344829566	9.412326373	8.827133653	9.146833837	9.42294876	9.029360959	9.691066721	9.737206682	9.570040236	9.836452326	10.59096279	10.34699039	9.689921844	9.465212478	9.54031744	9.494942729	9.846826478	9.291316638	9.827817854	8.996073265	8.797178348	9.826153381	10.13496216	9.580563932	9.431341543	9.601013056	9.722592176	9.682231833	9.466642255	9.964255977	9.85972852	11.18616231	9.398162091	9.57004601	9.598772393	9.133055327	9.409382232	8.53388333	9.570715594	10.15552336	9.261596937	11.29934743	9.100828387	9.596670771	9.581485643	9.925044112	10.05708035	9.466488078	9.434694899	10.44252993	9.751592043	9.736517076	10.35108805	10.28355101	9.665698278	10.06308139	10.3171085	10.5729421	10.07776757	9.978642457	9.118669414	9.347951041	9.764612937	8.992529428	10.12883744	10.39409164	10.27243223	9.919723801	9.317832664	10.06751594	9.809282573	10.65154986	9.83773101	10.0375902	10.22078296	10.00681049	9.171281505	8.958072214	9.657134198	9.954209022	9.84031173	10.04761375	9.753363272	9.90640879	10.31544302	9.824686171	10.29146473	9.423850841	9.98672336	10.25296965	11.06859341	12.5230583	9.138617115	10.80866136	11.41228237	10.5158089	10.15124474	9.909268201	10.00008474	10.07439863	9.483553685	10.1730163	10.46129519	11.01335736	9.690832213	10.09172863	9.77686372	10.47724526	10.21471828	11.41012945	10.92347546	10.25549435	10.08168002	11.16170873	9.104012479	10.64832801	11.00173142	10.15267793	9.157233094	10.6894348	10.40250737	9.724631509	9.552753042	10.16161526	10.58337623	11.07960515	9.745336245	10.53218529	10.30968083	10.91952215	9.665601159	10.3575529	9.725572668	9.776880052	9.785505267	10.20593798	10.1180492	10.06610398	9.681382861	9.567579916	9.903088734	9.519398488	9.495533697	11.15829346	10.0539132	9.749252089	8.588149592	9.683342744	10.09805748	10.17747359	11.19250604	9.790037919	9.888014079	10.47010699	11.49181477	10.16860774	10.24494899	9.642202145	9.518861104	9.570805121	9.733895684	11.06568497	9.863886802	9.794302139	9.87495403	9.736127284	10.12119979	9.59825193	10.44468456	10.05900875	9.74881353	9.685323268	10.02660972	10.15253431	10.09836481	9.242646661	9.679953538	9.911521632	11.16098677	10.51714085	9.750951478	9.150706856	10.88911929	10.21038611	10.92916194	10.25106469	12.55899647
C1orf119	8.521296891	8.710712534	8.972474162	9.225583569	9.034256352	9.209485352	8.868932695	9.365765997	8.505852414	8.66655561	8.939766701	8.751288139	9.624027334	8.83727333	8.647527036	9.161526509	8.485190877	8.978400162	9.002069979	8.855565804	8.705714278	8.462608928	8.880485821	8.879367282	9.008959201	9.039636025	8.303359606	8.435939828	9.066643604	8.364203137	8.146954196	8.340401653	8.827127415	8.480344794	9.030232601	8.57727011	8.49108762	9.359942342	8.949006509	9.376435261	9.442990904	8.962799127	9.458527944	9.566952165	9.312734179	9.334858476	9.616614517	9.373486797	9.066519035	9.21184433	8.897638087	8.708496795	8.842629103	9.610856888	9.336988787	8.955103441	9.376281879	9.308039036	9.073195819	9.83894546	9.770390601	9.256813573	9.209097626	8.740113729	9.137714247	8.776598721	9.178584441	9.077618209	8.89861798	9.434913856	8.947167174	8.891020099	9.320896451	8.840792723	9.067174748	10.10212847	9.697965351	9.80951622	8.527319449	9.283735909	9.334484759	9.677574501	9.701803031	9.679383747	9.414549424	9.844866077	9.799224763	9.898485654	9.13780312	9.638128971	9.080024274	9.284504266	8.984506993	8.783117775	9.660727937	9.144309702	9.120208804	8.754099435	9.328008492	9.378740031	9.138444436	8.918870919	8.942978792	9.59714517	9.778444528	9.005327524	9.231591692	9.12088047	9.968589896	9.1134456	9.169081008	8.736137246	8.693185745	9.388331737	9.920417288	8.984512502	9.716096521	9.736260408	9.356877336	8.977077717	9.712263278	8.401648552	9.8175319	9.607019926	9.722681003	9.687470401	9.433160038	9.400559826	9.910555731	9.759887459	9.554599297	9.451393147	9.333964272	9.306595987	10.34977961	9.746556621	9.704475656	8.935617781	9.273733434	9.448593685	9.769652658	9.360569878	10.00653805	9.393980745	9.420307733	9.414352574	9.881537209	9.784112472	9.566839172	9.965117049	9.445280393	9.028660818	10.09155539	8.790185276	8.843958005	9.036402123	9.328343058	9.14332423	9.640969204	8.800272983	8.984915594	8.955975346	9.356817208	9.386455001	9.58586854	9.611933705	9.912857192	9.802256818	9.860498975	9.487330927	9.322052731	9.208441055	9.197418801	8.395545047	9.149111581	9.433342317	9.652650113	9.715989804	9.596105709	9.819387245	9.745116255	9.541266967	9.508431297	10.38586985	8.996839871	8.792751222	9.836212528	9.050581387	9.357148056	9.025714251	9.382828127	9.315853337	9.267133329	9.880000827	9.168427422	9.436035633	8.965421721	9.059301695	9.76596815	9.636206626	9.280265727	9.258563072
C1orf218	8.550617431	8.481483333	8.92709485	8.668069006	9.268287661	8.941076289	9.121706752	8.891245161	8.933275743	9.180323935	8.975653802	8.991619286	9.401253656	9.35879489	8.848227745	9.202237077	9.268907407	9.347695971	9.117905895	8.586405409	8.719615863	8.597585361	8.600865072	8.803146849	8.635228435	8.899861749	8.679924134	8.955650959	9.168812341	9.073196833	8.294071055	8.771938372	8.864166772	8.787338204	9.116731699	8.823737323	8.867784566	9.313545984	8.851106089	9.06751044	9.054127327	8.850582939	9.416694773	9.391101368	9.063938348	9.287834899	9.115629432	9.344640973	9.41767713	9.080578794	9.207826814	8.906266483	9.480898232	9.081134739	9.318362097	9.058902332	8.787964178	8.892547823	9.127243335	9.649761891	8.945996171	8.867146283	9.19854958	8.617456006	8.73228662	9.056507445	9.297856707	8.937931049	8.388740233	9.073046445	9.459465241	9.789348786	9.217861431	9.218605377	9.579410362	9.35486743	8.921453432	9.055392229	9.198264864	9.465108418	9.492217384	8.811527385	9.042406231	8.978968862	9.065239502	9.323180136	8.859960418	8.868051963	8.967858693	8.842066428	9.951354813	9.228171694	8.986888566	8.576382912	9.387544117	9.015454132	8.478936992	9.082252308	9.110834689	9.084266821	9.163295264	8.970246043	9.201173517	10.15182963	9.846302587	9.338622543	9.257936557	9.495082302	10.17850576	9.43840878	9.389456749	8.959418471	9.171750673	8.907901472	9.217967791	9.328846745	9.939180699	9.511297413	8.963286478	9.17912949	10.06504616	9.157973118	10.34565496	9.69854281	9.807202941	9.042501493	9.214390025	9.254038169	9.120100703	9.689179776	9.217008485	9.214586781	8.501175417	9.281462439	9.825419707	9.935472084	9.490409434	9.551882812	9.198531068	9.334203765	8.961914038	9.369592398	9.314904797	9.373584687	8.979475288	9.023412413	9.428969193	9.413396976	9.334234694	9.305795796	9.090897307	9.508010681	9.854676831	8.777897466	8.70498781	8.970148445	9.357479743	9.285028269	9.28134073	9.511098116	9.41647264	9.179018533	9.200739703	9.243588377	9.289773644	9.518174197	10.0029601	9.68892382	9.34287807	9.562185067	9.682271381	9.233147081	8.697437027	8.962671408	8.457220087	9.164918809	9.133270318	9.424429217	9.238914561	9.278258584	9.467916006	9.156330497	9.98952073	9.623897802	9.430244168	8.605653565	10.08100533	8.985000543	9.259123345	9.464107448	9.178433356	8.685410897	9.256969954	9.164278983	9.376212669	9.905004061	9.369765755	9.186305337	10.19898178	9.445134871	9.200559685	9.591387226
C20orf55	10.17389999	9.588910438	10.01830081	9.52244154	9.603217028	9.290125001	9.608128208	9.866243464	9.882898961	9.479842721	9.293242703	9.660185074	8.915594505	9.432862189	9.747860271	9.447730777	9.917761867	9.707207861	9.75090635	9.496385786	9.639575251	9.746579766	9.684102557	9.701925512	9.821346943	9.561784434	10.05085509	9.926573493	9.664070192	9.867108042	9.734783799	10.01975362	9.572378791	9.918167784	9.679550208	9.882606322	10.04257243	8.993182172	9.425040555	9.198661638	9.193006008	9.498142868	9.14910847	9.355622507	9.30116139	9.114681248	9.279961305	9.439267841	8.895417681	9.166835827	9.352461342	9.546557758	9.294477064	9.196116821	9.036170539	9.316859942	9.356318358	9.516187486	9.512220509	9.172172038	9.140207958	9.187431416	9.508138264	9.831842507	9.491502572	10.03231312	9.317031513	9.584670484	9.542337145	9.799245511	9.849140986	9.632014244	9.738743307	9.881278535	9.630060807	9.404912215	9.230770622	9.33964911	10.13656731	9.991594182	9.594690555	9.03178105	9.425169726	9.227686905	9.553632024	9.022125594	9.104957243	8.990114325	9.37073608	9.156464228	9.566611197	9.376790933	9.623739035	9.339223483	9.140238957	9.825362744	9.684623555	9.562253908	8.98944193	9.310839992	9.637040978	9.793786545	9.55330125	9.542351146	8.930049291	9.658789655	9.585903453	9.477841562	8.960987759	9.02950026	9.145206804	9.709300366	9.364488312	9.137348528	9.123634243	9.528218343	9.092521689	9.005562036	9.981616367	9.831026064	9.003319147	9.330437058	9.031231144	9.170228683	8.78217844	8.97433622	9.302599719	9.371986904	8.982848624	8.988974975	9.096199823	9.044169851	9.280232336	9.261956883	8.770484065	8.861151991	9.385592117	9.086696862	9.0408556	9.083322937	8.95820409	9.280733479	9.011803209	9.199525557	9.46000152	9.100904121	9.090485462	9.01621648	8.879613068	8.632363413	8.991203645	9.351691514	8.479039243	9.331374855	9.917704489	9.496605477	9.675244501	9.249927812	9.271077077	9.325527066	9.513052096	9.333722005	9.31372127	9.26743252	8.858810339	9.471964181	8.758370248	8.91634706	9.365644171	8.988677504	9.065476813	9.645009228	9.411895194	9.560183152	9.568538267	9.34434804	9.264192907	9.102495371	9.391456797	8.914294791	9.238043157	9.221046587	9.138506297	8.85249294	9.286354455	9.539599486	9.018796588	9.368373876	9.007796965	9.284523622	9.0156407	9.267559054	9.181730415	9.193049125	8.826942634	8.728066726	9.329068522	9.183800763	8.769552807	8.946836938	9.436709006	8.893754102
C5orf29	9.760263627	8.977955972	9.483334337	9.575263427	10.24478289	9.572010162	9.289579869	10.03891877	9.575183084	9.610654567	9.828072361	10.3992124	10.24011179	9.483771306	9.927283061	10.35479694	10.07748733	10.39124124	9.877685007	9.971336535	9.514823682	9.851269068	9.586668757	9.181316507	9.718226858	9.979074363	9.927603873	9.615902536	9.613625932	9.032497647	9.175367323	9.038790774	9.74330215	9.681408504	10.19981206	9.597834121	9.506557919	10.38989767	9.882418066	9.9854903	9.588868395	9.383161937	9.757531628	10.38493764	10.03636584	9.649822894	10.33305595	10.03839358	10.15091056	9.996405177	9.644323534	10.13806526	9.774534858	10.0887351	9.606324164	9.838518851	9.878313835	9.428528174	10.06796764	10.33288241	10.49563141	9.416215755	9.793408003	9.657995823	9.730571654	10.07620528	9.712603388	10.12524995	9.532537422	10.36918868	10.55164602	10.46047203	9.958142372	9.963018414	10.22367094	10.5899606	9.922487049	10.7565438	10.05918949	10.37889056	10.56800052	9.692081207	10.26338981	11.11069414	10.56518777	10.02662076	10.17616924	10.69000416	9.811468513	11.00311729	10.57690079	10.33015138	9.914880835	9.759188567	10.49598849	10.17286587	9.669066086	10.3643698	10.01283081	10.73857169	10.27584158	9.67755404	9.974215099	10.368466	10.76316578	10.28243716	10.04460541	10.17181878	11.62078246	10.47427026	10.07689873	10.38224311	10.02295871	10.33475498	10.55873394	9.746316522	9.75432445	10.51197632	10.72743804	9.991082536	10.65938258	9.365973068	10.48191874	11.4643375	10.29118632	10.59757237	10.34853836	10.17718481	10.51433908	10.38772508	10.6051328	9.707208119	9.365822159	9.354224004	11.28192918	10.32232172	10.59828073	10.46104044	10.28189748	9.927747531	10.82072618	10.65462777	11.45099843	9.853703622	10.21282575	10.56469297	10.94388868	10.53980245	10.74422155	11.0775988	10.32746175	10.30579619	10.93294239	9.692156388	9.507925283	10.26955014	11.31239812	10.78382155	10.50514586	10.71417288	11.00708294	10.17482445	10.22249146	10.11898395	10.61807823	11.05446811	11.1188167	11.0338837	10.49966924	10.24196926	10.15094033	9.773238685	10.21550554	9.100394109	9.090290133	10.95422362	10.41784918	10.77261787	10.79783336	11.25476785	10.21506766	9.74885179	9.900194403	10.40402891	10.33219344	9.539599486	10.86235659	9.826481298	9.931183962	10.47081746	9.781449964	9.515376371	10.0559594	10.61041184	10.27797021	10.14561083	9.659251196	9.435035738	10.19643392	10.50435625	10.57862853	9.46805487
C8orf59	8.582885158	8.478355631	8.225810601	8.307171201	8.587956519	8.814058222	8.560989976	8.295399345	8.189864003	8.66655561	8.734931489	8.678977572	8.746225861	8.534834936	8.446001729	8.621276447	8.358981647	8.718446141	8.519965486	8.366722723	8.503567988	8.282443812	8.403599092	8.658508774	8.658902809	8.510746141	8.219982827	8.511398782	8.611751794	8.375041691	8.38607236	8.157127097	8.284887817	8.39438032	8.612516581	8.290592146	8.668209076	8.868401188	8.36603746	8.357338572	8.455930191	8.491084399	8.470988326	8.566186059	8.269558733	8.463315178	8.067991404	8.278630317	8.961797034	8.35875639	8.365663887	8.516905152	8.755444537	8.537782448	8.660270231	8.386918082	8.39242135	8.626732663	8.393811381	8.692011611	8.591474303	8.277800607	8.499171216	8.621621605	8.358840122	8.295163491	8.526448791	8.299279843	8.24442474	8.210637108	8.204810767	7.735577477	7.839901818	7.793680921	7.912606657	7.852335211	7.904667362	7.890855721	7.851614831	8.074113225	8.25731419	8.295831794	8.459607254	8.255577006	8.317739052	8.389115841	8.21348964	8.213801939	8.32137062	8.199266722	8.504498088	8.2067168	8.512911595	8.437211794	8.844762837	8.661323706	8.35502924	8.360209465	8.910292669	8.478153629	8.740637285	8.760175401	8.602733365	10.14955294	8.876063004	8.324668434	8.574476397	8.551169175	9.876031959	8.701564065	8.545690811	8.436772479	8.361967149	8.493629357	8.515205282	8.322481659	9.303501003	8.649700958	8.205433802	8.213077949	9.542663918	8.158322199	8.996418926	8.400988636	8.437181549	8.192715494	8.289390265	8.271142805	8.484751062	8.683954434	8.091313225	8.072510283	8.525662002	8.592644446	9.861816766	9.21351615	8.920920362	8.84580587	8.322363713	8.400230669	8.320281202	9.110142685	9.125182932	8.386698287	8.525520331	8.663076649	8.832417863	8.757507091	8.6396195	9.010107113	8.338657027	8.557063932	10.13625172	8.488952746	8.387932554	8.845251334	8.626902417	8.723006075	8.496692215	8.623505201	8.468872366	8.49373703	8.292005896	8.922605587	8.969940201	8.93916454	10.77877764	9.23634312	8.443132067	9.035579131	9.043767485	8.615683714	8.445164891	8.211910291	8.244667373	8.592032296	8.499072124	9.308921077	8.41410666	9.431426663	8.786940981	8.629723062	8.536557083	9.740843236	8.358209249	8.21301846	9.499902066	8.090742865	8.286242494	8.548601877	8.493463721	8.251598204	8.364023344	8.175057587	8.483831734	9.028959364	8.914691821	8.535843323	9.59107249	8.470602031	8.423495357	8.558347647
