	GSM943243	GSM943249	GSM943250	GSM943251	GSM943252	GSM943253	GSM943254	GSM943255	GSM943256	GSM943259	GSM943260	GSM943261	GSM943262	GSM943263	GSM943277	GSM943282	GSM943283	GSM943284	GSM943285	GSM943286	GSM943287	GSM943288	GSM943289	GSM943290	GSM943291	GSM943292	GSM943293	GSM943294	GSM943295	GSM943296	GSM943297	GSM943298	GSM943299	GSM943300	GSM943301	GSM943302	GSM943303	GSM943316	GSM943318	GSM943319	GSM943320	GSM943321	GSM943322	GSM943328	GSM943329	GSM943330	GSM943331	GSM943332	GSM943336	GSM943337	GSM943338	GSM943339	GSM943340	GSM943341	GSM943342	GSM943343	GSM943347	GSM943348	GSM943349	GSM943350	GSM943352	GSM943371	GSM943372	GSM943373	GSM943382	GSM943383	GSM943384	GSM943385	GSM943388	GSM943389	GSM943390	GSM943391	GSM943392	GSM943393	GSM943394	GSM943395	GSM943396	GSM943397	GSM943398	GSM943399	GSM943400	GSM943403	GSM943404	GSM943405	GSM943406	GSM943407	GSM943408	GSM943409	GSM943410	GSM943411	GSM943412	GSM943414	GSM943415	GSM943430	GSM943431	GSM943432	GSM943244	GSM943245	GSM943246	GSM943247	GSM943248	GSM943257	GSM943258	GSM943264	GSM943265	GSM943266	GSM943267	GSM943268	GSM943269	GSM943270	GSM943271	GSM943272	GSM943273	GSM943274	GSM943275	GSM943276	GSM943278	GSM943279	GSM943280	GSM943281	GSM943304	GSM943305	GSM943306	GSM943307	GSM943308	GSM943309	GSM943310	GSM943311	GSM943312	GSM943313	GSM943314	GSM943315	GSM943317	GSM943323	GSM943324	GSM943325	GSM943326	GSM943327	GSM943333	GSM943334	GSM943335	GSM943344	GSM943345	GSM943346	GSM943351	GSM943353	GSM943354	GSM943355	GSM943356	GSM943357	GSM943358	GSM943359	GSM943360	GSM943361	GSM943362	GSM943363	GSM943364	GSM943365	GSM943366	GSM943367	GSM943368	GSM943369	GSM943370	GSM943374	GSM943375	GSM943376	GSM943377	GSM943378	GSM943379	GSM943380	GSM943381	GSM943386	GSM943387	GSM943401	GSM943402	GSM943413	GSM943416	GSM943417	GSM943418	GSM943419	GSM943420	GSM943421	GSM943422	GSM943423	GSM943424	GSM943425	GSM943426	GSM943427	GSM943428	GSM943429	GSM943433	GSM943434	GSM943435	GSM943436	GSM943437	GSM943438	GSM943439	GSM943440	GSM943441	GSM943442	GSM943443	GSM943444
LOC653773	8.628221933	8.554423788	8.159094595	8.62678808	9.075188658	8.795450066	9.764404715	8.513823886	8.505852414	9.009549718	8.621061008	9.062469297	8.908123312	9.053951311	8.349323494	8.903139376	9.0499822	8.681090214	9.037280399	8.581128784	8.450251703	8.444328879	8.46491511	8.815613053	8.52766919	8.847652895	9.120384142	8.893364457	8.905791928	8.70750379	8.659924086	8.404391218	8.775876719	8.810915032	8.721609602	8.560980661	8.708300154	9.363455111	8.203709388	8.340157775	8.322413654	8.415178285	8.178293846	8.396968884	8.243466639	8.514386198	7.929317878	8.095072433	8.525006764	7.854182372	8.171616689	8.010532637	9.101752282	8.76101377	8.986705441	8.562746435	8.063996604	8.323444666	8.331433803	9.119304708	8.665851217	7.988061676	8.588861358	8.725003243	8.203908844	8.508849853	8.756681214	8.41134009	8.708660661	7.860347115	7.84217382	7.862147095	7.545860704	7.780468978	7.82687476	7.62304737	7.619698602	7.633932937	7.652456137	7.823261335	7.923668708	7.933206206	8.19254102	7.980598967	7.861850636	8.515788746	7.962213144	8.071937971	8.637876852	8.434971579	9.006005391	8.020032859	8.231767294	8.180198397	9.733829961	9.133201333	8.416385464	8.653258232	9.438926034	9.589355016	8.953367402	8.235524793	8.3875377	11.86371781	9.787481037	8.761625611	8.680448116	8.801679805	11.67583978	8.756988201	8.634845854	8.831577249	8.789874922	8.228254804	8.690522947	8.755175162	10.66381527	9.246191121	8.259321885	8.140451147	11.20449965	8.216929639	10.1342585	8.739477736	8.17898193	8.053235712	7.9624303	8.277815967	8.430525595	8.832320792	7.850131449	8.286524331	8.114430495	8.821489732	10.93981492	9.278896254	9.656042362	8.676550257	8.370916719	8.182411775	8.158032937	9.681507019	9.639460651	8.481317716	8.289105234	8.38674231	8.745558521	8.343537863	8.487238242	9.67774838	8.884456447	8.966816918	11.63462208	8.685511452	8.355955292	9.099581896	8.427606923	9.075448171	8.720800892	8.421972258	8.515840722	7.999102507	8.347195935	9.417486095	9.448992616	9.383086667	12.38086385	10.46241304	9.273293884	9.330772561	9.582448206	8.260871265	8.207607848	8.427023512	7.871250619	8.686844536	8.527176115	10.22884367	8.41050183	10.92484677	9.349444278	9.199910213	9.097492759	11.06344307	8.244033839	8.157622353	10.70743177	8.131038984	8.49577668	9.132764145	8.167155101	8.101854885	8.360313007	8.178089428	8.561065233	8.869860246	8.907791021	9.213495742	10.82447617	8.843059986	8.487117864	8.75820985
LOC654194	9.05666842	8.676003657	8.849905205	8.796702517	10.27587937	9.636238626	10.3189718	9.745281931	9.998947531	9.79030137	9.67105712	10.09428419	10.19463362	10.11466009	8.885645149	10.26528899	10.32422628	9.803796282	10.18206673	9.703330539	9.425105129	10.41219391	10.18006886	10.56896827	10.25150323	10.4935006	9.759896052	9.695308389	10.64209178	9.935691514	9.046386914	9.055212296	9.669985975	9.122264801	11.43332702	10.25635336	11.0580553	10.10462844	8.471275529	8.939461657	8.850349284	8.552672177	8.625540819	8.570168481	8.76377959	8.945104166	8.537243791	8.614849753	9.333019012	8.758528326	9.305371175	9.230914456	9.910519601	9.102594278	10.06118155	9.046552651	8.428553357	8.554680624	8.935666248	9.765985974	9.504030505	8.902297602	8.773310026	9.00569903	8.851151757	9.005373012	9.81254467	9.057852507	9.178785462	8.424327987	9.027049792	9.127511481	8.432992326	8.44090628	9.106161366	8.158354223	8.239612941	8.369945662	8.452309868	8.59444295	9.190120519	9.785785862	9.822999507	8.609484372	8.711636679	10.4987157	9.20848459	8.580088643	10.02168475	9.42524304	10.04491095	8.691600223	8.572444121	8.651894315	11.60592497	11.44487477	8.501669859	9.78527283	11.04248881	10.76959537	10.08730751	9.608182294	9.57238526	12.1991818	10.71436554	9.923693815	9.634179769	9.743247199	11.57873399	10.07202547	9.605229158	9.336929093	9.269660845	8.573217361	9.258944237	9.778198102	11.24519191	10.38561382	9.929658692	9.745644188	11.22483225	9.325231343	10.58225912	9.533984532	9.581269205	8.364659003	9.186932376	9.184945356	8.967719826	10.21090058	8.724738684	8.702450155	8.134954283	10.49260262	10.54336954	10.25539885	10.03055716	9.807184187	9.246845011	9.176992183	8.700513652	10.41718788	10.17293183	8.684528259	8.434887299	9.115530354	9.901354304	9.408333007	9.034312056	10.09207529	10.43828152	10.19690166	11.31413109	9.345424995	9.484485803	9.490978866	9.124699854	9.956934474	9.237591004	9.2257624	9.134945053	9.125175449	9.247330435	9.809808835	10.14919886	10.12017678	11.7706826	11.14846888	9.585556232	10.47514662	10.49072526	9.094050078	8.445164891	9.74403731	8.40932864	9.393448377	9.076450227	10.84652278	9.396731545	10.81366904	10.15810447	9.898174636	10.29490747	11.03585117	9.118016132	9.233129998	11.58115397	8.644264601	9.947359577	10.64040819	9.581420989	8.203814312	9.099200018	8.795450966	9.703971146	10.39567713	10.12418803	10.4877985	12.22655145	9.73880817	9.746714708	9.774072076
LOC728358	9.077473458	8.87199874233333	12.9409378133333	11.17308226	12.34010707	10.8780389066667	9.324219857	10.94387064	10.2898881966667	11.1047534366667	12.31432047	12.92113626	11.3801878533333	9.613451772	9.12893507066667	12.2715232266667	11.7718971366667	9.88952641866667	10.3781861666667	12.6766126533333	11.7386807133333	11.68799695	12.2549392333333	9.55170253066667	12.59842177	11.49620984	11.1589737233333	9.89943706333333	11.2381621533333	11.7186887366667	10.6691106533333	13.06049018	11.7691866533333	9.302567599	9.86294971066667	9.409078547	12.8047999333333	9.571997186	11.54456111	11.9229884433333	8.78093650333333	11.3890238666667	12.1125302766667	8.36921168333333	8.72932106966667	11.3625898366667	12.5871450366667	10.5144366566667	11.1131818233333	10.99278201	12.41185439	10.4776418333333	8.643941848	10.1478810836667	9.439691583	13.1690148433333	11.7605357	12.7833782233333	11.0556090866667	11.41594778	10.9884284	12.22065251	12.5471767	11.4259833033333	11.5945957333333	10.82095834	9.982821545	13.0939269866667	13.21076582	10.75999782	12.16151745	13.1639798466667	12.09825869	10.2175920933333	13.7707177466667	11.5233889233333	9.57816743233333	12.6411684466667	11.0317555166667	9.89881297	12.1099944566667	9.745477918	12.6712182666667	9.35987941933333	11.1554210233333	12.71441341	9.606808082	10.1884379363333	12.42453106	9.43284139566667	10.1664912766667	11.5983554433333	11.51754173	10.9724529633333	13.1809371933333	14.0076921433333	11.60235403	12.6725870733333	12.49775681	10.9524506533333	14.0239790466667	10.2272690266667	10.7916772666667	9.36841006066667	12.2870889833333	11.42899605	11.86007377	10.6475575866667	10.9719845033333	12.78258002	12.1198302466667	10.1271784976667	9.283810081	11.4787112566667	11.0745203833333	13.4913584033333	13.0825987566667	11.84354934	14.0646302866667	12.5722587866667	11.7562777666667	11.5869006533333	11.1408071466667	12.17246528	10.57187564	11.9828453966667	10.5730264766667	13.74502943	11.9308582566667	11.5132935733333	10.7086754033333	13.0145080166667	12.4157563766667	12.6042243233333	11.4715674133333	12.7568704833333	12.1782144566667	12.3707687433333	13.0624976433333	11.69736684	12.68460744	11.5084493633333	13.61139195	13.41028908	10.7537748033333	11.8426218566667	11.6815240933333	9.63956385366667	13.4171906266667	11.1392292	11.2893660366667	9.31929379266667	10.1150145	12.9433478733333	11.4009512966667	12.2575025066667	13.5863595333333	9.39236220466667	11.0197964333333	11.33216026	11.1966274266667	12.96664631	11.69256098	12.12913643	10.39522492	12.95271548	10.4837776566667	11.6674976433333	11.6755092433333	11.24415933	14.4176224766667	10.1642186866667	11.9153183033333	14.2932419266667	10.34039934	11.54104002	14.20636183	11.03865631	9.83785209566667	13.4711024133333	10.29415352	13.1110232733333	9.27078183133333	10.7729386266667	10.3213741166667	12.78085873	11.74611565	13.2537354966667	12.36947288	13.65854785	11.4003697633333	11.0672552966667	11.17904586	11.52543393	12.9220485	12.80546663	9.82524303033333	11.0832663	11.1119811466667	12.3429616033333	10.5962025633333	13.85282312
LOC728973	8.425359204	8.34656951	8.077184676	8.414340259	8.853925213	8.457125602	8.743526995	8.002541089	7.943886912	8.494769753	8.613025301	8.611649344	9.041066249	8.795442039	8.282603134	9.161526509	8.693550412	8.712278452	8.878223595	8.287170225	8.394732142	8.331162906	8.227581858	8.517187911	8.475084915	8.500292515	8.435396121	8.290416946	8.566526361	8.364203137	8.252016143	8.101512136	8.427323976	8.331604885	8.631826351	8.224522347	8.5459325	8.927405499	8.456373508	8.452115065	8.307396874	8.170449678	8.318638606	8.24858063	8.352220275	8.358046225	8.00432682	8.234247153	8.635078155	8.174581865	8.344966803	8.004101144	9.067729238	8.729954774	8.951788092	8.324296124	8.439487108	8.580782662	8.524484881	8.942474891	8.724941761	8.178457671	8.256234644	8.413143436	8.122587459	8.10369779	8.560923104	8.146539833	8.265768884	7.960218119	7.894156201	7.853308164	7.670314766	8.01402474	7.968370625	7.938676924	7.916381338	7.890855721	7.62482943	7.927527321	8.075365072	7.961874027	8.485037718	8.04910548	8.030456351	8.682562691	8.173575748	8.274271397	8.473274094	8.345285909	8.975211963	8.199492664	7.999017345	8.132048035	9.522109914	8.471502107	8.255346094	8.307564013	9.238299688	9.202240511	8.660656279	8.170622914	8.384808054	10.71886017	9.332891695	8.51750731	8.323243379	8.726951468	10.79877763	8.473070022	8.769475558	8.493375976	8.421491635	8.184680083	8.919747473	8.529914586	9.883733024	9.240195253	8.462337972	8.173350609	9.850838069	8.158322199	9.225538133	8.426148938	8.426366447	7.849103681	8.055975303	8.140447612	8.244304698	8.788921223	8.135928285	8.026438431	8.283662617	8.761685379	10.04862709	9.143670249	9.380601038	8.696484765	8.302415977	8.428974446	8.37438001	9.596204492	9.537518092	8.370650969	8.310477298	8.432919744	8.775663006	8.542513461	8.510951036	9.526982354	8.597574029	8.913001858	10.96103789	8.504544757	8.273701949	8.598596316	8.280344535	9.062764193	8.619402341	8.344180817	8.067431522	8.203461323	8.429083859	9.217069797	9.359956052	9.166215917	11.44320361	10.02884064	8.75449274	9.354798695	9.441659619	8.355620837	8.174429848	7.906977686	8.083088079	8.564412076	8.321441977	9.938389702	8.504846288	10.08757063	9.28406903	9.171056626	9.460592129	10.55427901	8.617526146	8.264602493	9.988889301	7.997041085	8.621937764	8.747390552	8.641156376	8.098036167	8.197307544	8.076917159	8.5119403	9.051231256	8.775686482	8.747529696	10.40024309	8.634575613	8.489048235	8.507237674
LOC729466	11.96492693	12.0737959	11.6009797	12.10593145	12.12674749	12.09366725	12.00517024	12.122659	11.80009627	12.35872602	12.21322984	12.11604556	12.44724953	12.16466477	11.72685421	11.64402899	11.53774251	11.92940682	11.7799021	11.69850393	11.65105145	11.27921956	11.60864643	12.06039681	11.99897393	11.5444721	11.8737811	12.32962531	12.02007688	11.57470496	11.66807942	11.64601451	12.08137704	12.0548116	11.90320518	11.40054993	11.81681975	12.19326368	12.11825726	12.1973268	11.94685053	11.8438342	12.67509857	12.10649609	11.969724	11.75260414	11.95332505	12.07133992	12.11713419	11.77517597	11.6833262	11.64997178	11.98277269	11.94118211	12.25714675	11.73442808	12.12136569	11.79667128	12.17911987	12.47162394	12.29528074	11.8237426	12.23320929	12.05364607	11.76515639	12.16168963	12.27748343	11.94016141	11.95934714	12.53681666	12.10092879	11.95172068	12.27640049	11.99260004	12.22750851	12.6762603	12.11755538	11.95046995	11.91928195	12.25845479	12.3063462	11.91042051	12.2141679	12.16138004	11.89964182	12.78029181	12.28735822	12.20434173	12.15618618	12.65630353	12.08669674	11.67072984	12.08850107	11.85803487	12.82585548	12.22853152	12.03878737	11.98220269	12.40671417	12.61669287	12.05176657	11.78818789	11.899218	12.81986996	12.50064884	12.03257878	12.10621901	12.41299286	13.14017466	12.16271705	11.96291718	12.12248476	11.94604959	12.28689015	12.72431277	12.34176022	12.47677894	12.23827771	12.12889979	11.73908196	12.93212265	11.57536516	12.67405953	12.61959376	12.45285483	12.08957031	12.46681856	12.44892898	12.61657773	12.65825013	12.45557809	12.35224444	11.86276779	12.09277449	12.75886449	12.4538461	12.62402293	12.33974241	11.84585326	12.21011723	11.84728418	12.46619065	12.61770111	12.28465673	12.19520085	11.98303494	12.67459628	12.14211072	12.2199984	12.76670528	12.10252862	11.93249609	12.83458739	11.92218517	12.2100753	12.40565144	12.41599878	12.39867797	12.15357509	12.33966478	12.4389096	11.94691468	12.21017268	12.64718989	12.82058521	12.55431845	13.32898298	12.7001112	12.46733638	12.61604194	12.67749376	12.15010362	12.01963303	11.78611353	11.45228864	12.30484409	12.41886289	12.88204363	12.27594562	12.86092951	12.86869502	12.57884302	12.6651403	12.95890119	11.91168596	11.52265018	12.74463283	11.82092479	11.84600578	12.32047553	12.42582844	12.18088449	12.15555283	11.95776248	12.01121846	12.16440456	11.98271482	12.01979839	12.63167711	12.21851167	12.13953682	12.28148225
LOC730432	8.765420506	8.574974811	8.944754719	9.058134441	9.05017424	9.36872268	9.121706752	9.406055701	8.526979653	9.209526035	8.915223524	9.005185648	9.428617235	9.053951311	8.686400343	9.220850415	9.040649763	9.120396168	9.023316267	8.785622068	8.645085418	8.248311604	8.484638494	8.971443882	8.838299806	8.468241771	8.513516808	8.582312416	9.084268924	8.836139001	8.458851879	8.143521047	8.814519599	8.259815622	9.202532582	8.699587653	8.499106577	9.267601942	8.64942609	9.098314288	8.994922998	8.340209438	8.960700737	9.162347791	9.044158005	9.153899956	8.954385415	9.049114568	9.063985309	8.946905923	8.56983229	8.424621962	8.842629103	8.494503458	8.944282204	8.62569266	8.738057605	8.736153371	8.774685922	9.475860426	9.313434513	9.054427686	9.36441187	8.437634397	8.791280395	9.114589266	9.254652269	8.845994544	8.800240864	9.275349879	8.784425561	8.989517164	9.11621743	9.131625425	9.23952719	9.87911189	9.858111836	9.672514739	8.575193544	9.050211542	9.178492361	9.336479711	9.471247744	9.562540517	9.366587649	9.145940354	9.223397119	9.459757426	8.875797137	9.208325657	9.328425264	9.079362894	9.183599243	8.569214873	9.715932496	9.176969961	8.976393383	9.189835126	9.580405735	9.55865547	9.36103744	8.712489622	9.555859457	10.29240543	9.949095805	8.642437909	9.191841481	9.636949086	10.78332378	8.996628577	9.40739548	8.955141129	8.888748844	8.932358736	9.752442471	9.244855519	9.932578756	9.511297413	9.468035268	8.480014159	10.1146653	8.235598209	9.580338619	9.206935557	9.188267975	8.666874976	8.965559617	9.192560091	9.039149451	9.766780313	8.993707906	9.14625743	8.581970858	9.012992667	9.798476941	9.626372292	9.364270502	8.993098749	8.953802353	9.145964958	8.911543169	9.608494846	9.356748685	9.173648842	8.669452485	9.275419108	9.415357188	9.386625631	9.202532323	9.455172249	9.638158252	8.951387073	9.942077555	8.567926521	8.545630962	9.030510578	9.037062867	9.585981675	9.252363863	8.936738463	9.380525999	9.308704129	9.563831966	9.552345922	9.631858256	9.362094672	10.99584892	10.53624843	9.223505844	9.702292427	9.629698875	9.594863929	8.667676131	8.660497553	8.442466884	9.329423347	9.440526038	10.13159938	9.50153391	10.11618654	10.29607397	9.662260709	9.498415282	9.932957385	8.979064912	8.335708069	9.638532573	8.619718894	8.717734722	8.773367169	9.169665416	8.91137218	9.265106039	8.894059904	8.958108291	9.423677209	8.914691821	9.042360811	10.24401389	9.025804881	8.943743368	8.94389478
LOC731640	10.35365905	10.21330118	9.962342141	10.26010494	10.656832	10.74434204	10.45930256	10.24920081	9.907323748	11.12905141	11.09893505	11.07740205	11.19558745	11.01127286	10.17164186	10.48081734	10.78316149	10.08221046	10.45429343	10.73911744	10.35035051	9.507010549	10.22369241	11.01393887	10.65618121	10.42229841	10.51749754	10.87160727	10.93386764	10.89283199	10.96225516	10.71502487	10.7257214	10.87111216	10.96303078	10.62593931	10.96835456	10.78524112	10.51131819	10.31758409	10.3374571	10.64054432	10.24922347	9.844081895	10.25410098	10.03981456	9.327342923	9.749521893	10.41132937	9.859455273	10.03428328	10.18263558	11.00975451	10.48537966	10.55281716	10.52493552	10.38857637	10.49259262	10.64521453	10.64350104	10.49516716	9.905440934	10.53195723	10.99359081	10.05371973	9.976369499	10.57240098	10.05398777	10.95952537	9.284089651	8.777739666	8.81907146	8.826566943	8.759734834	8.744947177	8.300546426	8.28186396	8.290843187	8.372660201	8.917122362	9.016786727	9.693524007	9.734327792	9.280679212	9.394747902	10.34761029	9.456120025	9.71667225	10.23394414	10.4160155	10.21852668	9.744971041	9.832113705	10.22269203	11.25533201	10.93433786	10.4471987	10.75536361	11.14407179	11.05838401	11.0860204	9.82170794	9.806553944	12.00512076	10.83470717	10.34176958	10.27281415	10.48222172	11.6269724	10.14768719	10.36286882	10.60811394	10.69621277	10.22679134	10.05525981	10.28960897	11.46040897	10.59485299	9.720855202	10.15538692	11.21567242	10.16587409	10.43936244	10.11963565	9.972885316	9.030776963	9.68556198	10.13787937	9.917977444	10.02832374	9.592240358	10.34163653	10.45153442	10.3392261	11.11692913	10.64625687	10.79697055	10.0716858	10.06009058	10.09684071	9.624891449	11.39838536	10.83346941	10.81556136	10.59770834	10.00074618	10.17202971	10.08935682	10.00529623	10.97325185	10.14804031	10.92874285	11.99201322	11.44692635	10.70245405	10.90410011	10.30480845	10.84077175	9.754234874	9.657735691	10.07715066	9.80133319	9.693853739	11.32690834	11.65035697	11.08246969	12.19386826	11.76793666	10.85969859	11.14815388	11.66215681	10.05462885	10.13754294	10.71158005	9.432486343	10.27392429	10.44728189	11.27033013	10.37786401	11.6485525	11.30434371	11.11396711	10.78307517	11.52979539	10.63406171	10.64430581	11.25957543	9.950114021	9.990039303	10.78835984	10.44294048	10.38533427	10.26296918	9.408955026	10.34832763	10.76173592	10.69337247	10.40583099	11.84129773	10.20509913	10.0626013	10.39317468
LRRN3	9.084154995	8.3763110065	7.81822199	9.0846487435	7.8914387565	8.977404783	7.849032695	8.100420954	8.1249204035	8.941167932	8.094383108	8.8766036145	8.7487829285	8.4580085825	8.4789345995	9.0074122765	8.0644144365	8.507817534	7.956412012	8.652288812	8.4799281075	7.7077594745	7.7855840105	8.3611338415	8.5238041265	8.01449884	7.835045127	8.372006568	8.804747522	8.6351121365	8.421912981	7.8231137895	8.4805335445	8.2768637605	8.9808018705	8.556163818	8.8184697805	8.4162573015	8.5561330475	8.80728114	8.61802606	8.173711122	8.220099455	8.628265965	8.6988364635	8.2840786785	8.0190005525	8.7918336285	8.460800458	8.070174447	8.4979900395	7.9685675855	8.622336044	7.9653588575	8.71972369	8.09981373	8.347198178	8.8068632305	8.314645354	9.5086764735	9.112042284	8.21134729	9.132788512	8.2557077935	7.83017979	8.8711988675	8.4937934265	8.6154042965	9.2210284555	8.5387471135	8.279836921	8.1247805175	7.576081801	7.8216335105	8.147134733	9.0173564965	8.62631842	8.5136770315	7.558491347	8.2611203525	7.8810459525	8.373386698	9.2503893925	8.094432537	7.8743406845	7.8112317755	8.2152562705	7.9175280405	8.470414464	8.410746135	7.8051423415	8.597725525	9.086585922	8.1721314665	8.376241854	8.2727657785	8.6542522485	8.497740118	8.9904030805	9.3269018045	8.9963574385	8.9046790065	9.4102902605	9.8935222625	8.593450203	8.0987042145	8.988321015	9.1427100505	9.7434003205	9.1576481375	7.8335591925	8.8638097255	7.9757662065	8.273558068	7.7895935945	8.773705719	9.342674033	8.9993626565	8.692006415	8.6665266825	9.496861246	8.044382235	9.217530271	9.232834063	8.6812788635	8.6816633675	9.703880599	8.0670641865	8.650399358	8.544465513	8.230843238	8.777644531	8.3664985565	9.2715962175	8.4799635495	8.6825564555	8.9228441345	9.6250005185	8.028168179	8.467839089	8.341509158	8.291645556	7.8931905595	9.2380514135	8.156291955	8.744476347	8.974243944	9.488787545	8.190705117	8.82107691	8.50638141	8.960037491	8.619323457	7.8731735465	7.7312371475	8.797285058	8.5161244725	9.8797627815	8.892798386	8.62901784	8.081597796	8.41677785	9.394954825	9.473816633	9.0654056475	10.132118985	10.4461479865	8.9894619645	9.172835969	9.3339729015	8.6254101385	8.227263809	7.964279294	8.407054004	8.1764125435	8.928095675	8.646528648	7.9002652595	7.8638448485	9.8977419865	10.0017027635	7.871709764	8.0368217025	8.2827817125	7.9096206095	7.97922225	9.433790916	8.0733328645	8.7994720105	9.4722296145	9.049502198	8.542426381	8.6750224575	7.8887437235	8.6915142835	8.1962046395	8.917633169	8.540229581	9.9437179165	8.754555509	8.468484924	8.2735048485
LSM3	8.408575978	8.2378833	7.942174297	8.089186767	8.4915055045	8.2436875545	8.0773803195	8.009677407	8.151946471	8.1330234785	8.096919549	8.152292596	8.2291310005	8.4093117045	8.1288173275	8.0512952265	7.791196991	8.0277015365	8.037309732	8.1002613495	7.943091813	7.787792109	8.0680655225	8.0440126895	8.041526121	7.9003490495	7.988928973	8.125673935	8.055541477	8.2781587975	7.897393396	7.9605152225	7.9243128975	8.115302656	8.0209166485	7.788779717	8.1712148925	8.4949433845	8.114817834	8.0052101475	8.06563121	8.2340337345	8.4147025435	8.1624516385	8.169182469	8.2742947305	8.1612643555	8.057973917	8.2577249685	7.862596466	8.0276434965	8.148802144	8.101581184	8.294016164	8.2901876345	8.0640654125	8.121893288	8.1596815655	8.0881550675	8.425306974	8.205270782	7.992683885	8.154379529	8.089050393	7.969229085	8.1409854785	8.0338995205	8.226771556	8.0913658385	8.7448381195	8.252267301	8.2554485865	8.2335085285	8.0588978625	8.405550508	8.369932633	8.327980994	8.165256181	8.2209517	8.3765166035	8.4356372105	8.0958018485	8.201971171	8.1734312905	8.3117294775	8.603034332	8.223871312	8.4054798	8.3753301555	8.5192230735	8.360238273	7.9035130915	7.920220631	8.317349614	9.143899889	8.811790292	8.0585214025	8.1291801155	8.294386477	8.6464116055	8.202424871	8.045796982	8.070356589	9.76412788	8.874825498	8.226794436	8.3020292805	8.327870062	9.9193639945	8.124347701	8.1781277685	8.199303196	8.072368583	8.092060986	8.730254965	8.4050943135	9.441352641	8.466515902	8.290659031	8.1269959465	9.797846488	8.1201273705	9.5215572625	8.658912691	8.46927326	8.416929327	8.504506656	8.579635263	8.7462306875	8.76557293	8.430731685	8.50775181	8.0826184795	8.2366295325	9.467398054	8.5009943475	8.639747864	8.1066391675	8.258096415	8.231279293	8.2596098895	8.834754107	8.8992228575	8.271181062	8.2919941275	7.9494481045	8.485224998	8.1561838515	8.345456529	8.833081268	8.174620547	8.164768791	9.73781447	8.1528013985	8.0884237085	8.457521652	8.3958460495	8.418465059	8.324632993	8.5959997745	8.2087742125	8.140776154	8.112197205	8.417386328	8.7493202525	8.5303952885	10.4294328	8.969386315	8.306425371	8.835261123	8.7395995975	7.962283684	8.0157737925	8.2313701545	8.0793607535	8.1150634485	8.1683011895	9.2048540035	8.172723417	9.098751026	8.45059046	8.2896384255	8.52279069	9.856614782	8.176362258	8.310405468	9.2063733535	8.0450410185	8.1019744835	8.459260482	8.321546158	8.263602636	8.169987454	8.1993038505	8.028710449	8.377592935	8.2388050115	8.406844437	9.395764872	8.274746805	8.1474158915	8.500088161
LY6E	12.29630752	10.99256466	10.55133553	10.14893532	10.49251808	10.787229	10.26079407	10.05637369	11.23005443	10.6079433	10.38173445	10.73299832	10.01346761	10.33715849	11.0457083	10.50983162	11.0023499	10.71179911	11.65092609	10.74722145	10.94325809	10.83999839	10.31626586	10.79962733	11.0753428	10.96027884	10.95140089	11.31900849	10.54412709	11.08710257	10.61257501	10.97405326	10.51238245	10.74814373	10.53834277	10.65836609	10.91610737	9.966348996	10.14410177	10.36606161	10.4776576	10.43334269	11.13828604	9.950706585	10.25478598	10.68502811	9.539118692	10.62005043	9.932149125	9.595854136	10.65625154	10.26389722	10.24481748	9.659878599	9.793583198	10.24899901	9.724354463	10.26978978	10.20244336	9.91705961	9.598970281	10.14134625	10.55701432	10.64477206	11.42303279	11.16904814	10.40888091	9.97765322	10.17386864	10.46466055	10.84687353	11.04725489	10.51041518	11.27949615	10.95381627	11.75827833	10.31693301	10.53086257	12.01908031	12.20324968	10.87626542	9.815315494	9.686207991	11.77371189	10.88871213	9.744696859	9.717517773	9.732897989	11.22697458	9.992832749	13.20470565	11.99242681	10.58712265	13.17095279	10.03786048	10.2966157	10.32902536	10.42299337	10.64258236	10.51376592	10.35446433	10.59246968	12.68379973	10.58515412	10.30389234	10.18105672	9.84711536	10.40839532	10.26340802	9.633869621	10.20577529	10.69366546	10.09346101	10.94118979	10.01626369	11.21670244	10.5497276	9.856681225	10.20440908	10.30346559	9.904694563	10.74600478	10.33221057	10.25423858	9.919039426	9.927445017	10.64785745	10.34086148	9.490746535	10.62604074	10.38580552	9.574772502	9.985507962	10.10426333	11.38499583	10.31136377	10.67442792	10.07665388	9.920323318	9.643681306	9.475099849	10.06237058	9.413159053	9.665260021	12.19231094	9.736229856	10.32706183	9.574091591	10.51184795	9.762793154	9.425790255	10.43921418	9.567403681	10.10024067	10.85795358	10.12043441	10.79212928	10.2699007	9.640969204	12.30540057	11.01972728	10.69455388	9.927363163	10.73098078	10.3713173	10.21379049	10.52042486	10.31021582	10.1530894	10.83408031	11.08734651	11.18685984	13.30421022	10.8797337	10.10531348	10.30912778	11.14850413	10.22255894	10.28069252	10.02099741	10.3113646	10.33758168	10.04154385	9.340200501	10.22296203	10.7310443	10.79677271	10.76808288	9.89956383	11.4578147	9.968410269	9.753491323	10.14040319	9.551276165	9.580893054	10.39384553	10.54913664	9.67483762	10.1861926	9.518768405	9.764489616	9.858286531
