GeneSymbol	Ensembl_gene_ID	Ensembl_transcript_ID
RPL17	ENSG00000265681	ENST00000582588
RPL17	ENSG00000265681	ENST00000617346
RPL17	ENSG00000265681	ENST00000581091
RPL17	ENSG00000265681	ENST00000581741
RPL17	ENSG00000265681	ENST00000583036
RPL17	ENSG00000265681	ENST00000615760
RPL17	ENSG00000265681	ENST00000580387
RPL17	ENSG00000265681	ENST00000582935
RPL17	ENSG00000265681	ENST00000615479
RPL17	ENSG00000265681	ENST00000578528
RPL17	ENSG00000265681	ENST00000579495
RPL17	ENSG00000265681	ENST00000582782
RPL17	ENSG00000265681	ENST00000578966
RPL17	ENSG00000265681	ENST00000581305
RPL21	ENSG00000122026	ENST00000473558
RPL21	ENSG00000122026	ENST00000311549
RPL21	ENSG00000122026	ENST00000461690
RPL21	ENSG00000122026	ENST00000272274
RPL21	ENSG00000122026	ENST00000319826
RPL21	ENSG00000122026	ENST00000326092
RPL21	ENSG00000122026	ENST00000493317
RPL21	ENSG00000122026	ENST00000466550
RPL21	ENSG00000122026	ENST00000483765
RPL21	ENSG00000122026	ENST00000485756
RPL23	ENSG00000125691	ENST00000479035
RPL23	ENSG00000125691	ENST00000716859
RPL23	ENSG00000125691	ENST00000716860
RPL23	ENSG00000125691	ENST00000716861
RPL23	ENSG00000125691	ENST00000716862
RPL23	ENSG00000125691	ENST00000394332
RPL23	ENSG00000125691	ENST00000394333
RPL23	ENSG00000125691	ENST00000716863
RPL23	ENSG00000125691	ENST00000584583
RPL23	ENSG00000125691	ENST00000245857
RPL23	ENSG00000125691	ENST00000584912
RPL23	ENSG00000125691	ENST00000716864
RPL23	ENSG00000125691	ENST00000716865
RPL23	ENSG00000125691	ENST00000716866
RPL23	ENSG00000125691	ENST00000577407
RPL23	ENSG00000125691	ENST00000470646
RPL23	ENSG00000125691	ENST00000378096
RPL23	ENSG00000125691	ENST00000577760
RPL23	ENSG00000125691	ENST00000584056
RPL26	ENSG00000161970	ENST00000648839
RPL26	ENSG00000161970	ENST00000584906
RPL26	ENSG00000161970	ENST00000584164
RPL26	ENSG00000161970	ENST00000583011
RPL26	ENSG00000161970	ENST00000578069
RPL26	ENSG00000161970	ENST00000584441
RPL26	ENSG00000161970	ENST00000582485
RPL26	ENSG00000161970	ENST00000582556
RPL26	ENSG00000161970	ENST00000585176
RPL26	ENSG00000161970	ENST00000584343
RPL26	ENSG00000161970	ENST00000578812
RPL26	ENSG00000161970	ENST00000583515
RPL26	ENSG00000161970	ENST00000578115
RPL27	ENSG00000131469	ENST00000589037
RPL27	ENSG00000131469	ENST00000587478
RPL27	ENSG00000131469	ENST00000593262
RPL27	ENSG00000131469	ENST00000253788
RPL27	ENSG00000131469	ENST00000588830
RPL27	ENSG00000131469	ENST00000589913
RPL27	ENSG00000131469	ENST00000590864
RPL27	ENSG00000131469	ENST00000586277
RPL30	ENSG00000156482	ENST00000518164
RPL30	ENSG00000156482	ENST00000521534
RPL30	ENSG00000156482	ENST00000521291
RPL30	ENSG00000156482	ENST00000396070
RPL30	ENSG00000156482	ENST00000518850
RPL30	ENSG00000156482	ENST00000287038
RPL30	ENSG00000156482	ENST00000523172
RPL30	ENSG00000156482	ENST00000521726
RPL30	ENSG00000156482	ENST00000517489
RPL30	ENSG00000156482	ENST00000517805
RPL30	ENSG00000156482	ENST00000522156
RPL30	ENSG00000156482	ENST00000520998
RPL30	ENSG00000156482	ENST00000521112
RPL31	ENSG00000071082	ENST00000264258
RPL31	ENSG00000071082	ENST00000409000
RPL31	ENSG00000071082	ENST00000409028
RPL31	ENSG00000071082	ENST00000409320
RPL31	ENSG00000071082	ENST00000409733
RPL31	ENSG00000071082	ENST00000409650
RPL31	ENSG00000071082	ENST00000409038
RPL31	ENSG00000071082	ENST00000419276
RPL31	ENSG00000071082	ENST00000456292
RPL31	ENSG00000071082	ENST00000409711
RPL31	ENSG00000071082	ENST00000441435
RPL35A	ENSG00000182899	ENST00000485439
RPL35A	ENSG00000182899	ENST00000448864
RPL35A	ENSG00000182899	ENST00000647248
RPL35A	ENSG00000182899	ENST00000642387
RPL35A	ENSG00000182899	ENST00000642148
RPL35A	ENSG00000182899	ENST00000496582
RPL35A	ENSG00000182899	ENST00000329092
RPL35A	ENSG00000182899	ENST00000429437
RPL35A	ENSG00000182899	ENST00000442341
RPL35A	ENSG00000182899	ENST00000439255
RPL35A	ENSG00000182899	ENST00000474640
RPL39	ENSG00000198918	ENST00000477403
RPL39	ENSG00000198918	ENST00000361575
RPL39	ENSG00000198918	ENST00000468844
RPL7	ENSG00000147604	ENST00000487500
RPL7	ENSG00000147604	ENST00000396467
RPL7	ENSG00000147604	ENST00000352983
RPL7	ENSG00000147604	ENST00000396466
RPL7	ENSG00000147604	ENST00000396465
RPL7	ENSG00000147604	ENST00000466821
RPL7	ENSG00000147604	ENST00000435330
RPL7	ENSG00000147604	ENST00000431653
RPL9	ENSG00000163682	ENST00000645496
RPL9	ENSG00000163682	ENST00000295955
RPL9	ENSG00000163682	ENST00000503277
RPL9	ENSG00000163682	ENST00000511643
RPL9	ENSG00000163682	ENST00000449470
RPL9	ENSG00000163682	ENST00000508595
RPL9	ENSG00000163682	ENST00000506581
RPL9	ENSG00000163682	ENST00000644328
RPL9	ENSG00000163682	ENST00000503040
RPL9	ENSG00000163682	ENST00000511075
RPL9	ENSG00000163682	ENST00000437992
RPL9	ENSG00000163682	ENST00000514842
RPL9	ENSG00000163682	ENST00000645585
RPL9	ENSG00000163682	ENST00000642337
RPL9	ENSG00000163682	ENST00000645894
RPS15A	ENSG00000134419	ENST00000322989
RPS15A	ENSG00000134419	ENST00000572008
RPS15A	ENSG00000134419	ENST00000563390
RPS15A	ENSG00000134419	ENST00000574723
RPS15A	ENSG00000134419	ENST00000575669
RPS15A	ENSG00000134419	ENST00000576436
RPS15A	ENSG00000134419	ENST00000562935
RPS15A	ENSG00000134419	ENST00000569365
RPS15A	ENSG00000134419	ENST00000576008
RPS15A	ENSG00000134419	ENST00000565420
RPS15A	ENSG00000134419	ENST00000563579
RPS15A	ENSG00000134419	ENST00000569083
RPS15A	ENSG00000134419	ENST00000573554
RPS17	ENSG00000278229	ENST00000617731
RPS17	ENSG00000278229	ENST00000633731
RPS17	ENSG00000278229	ENST00000632419
RPS17	ENSG00000278229	ENST00000632799
RPS17	ENSG00000278229	ENST00000632240
RPS17	ENSG00000278229	ENST00000634150
RPS17	ENSG00000278229	ENST00000632592
RPS17	ENSG00000278229	ENST00000632530
RPS17	ENSG00000278229	ENST00000633919
RPS17	ENSG00000182774	ENST00000647841
RPS17	ENSG00000182774	ENST00000561157
RPS17	ENSG00000182774	ENST00000558397
RPS17	ENSG00000182774	ENST00000561068
RPS17	ENSG00000182774	ENST00000560612
RPS17	ENSG00000182774	ENST00000560639
RPS17	ENSG00000182774	ENST00000559776
RPS17	ENSG00000182774	ENST00000560229
RPS17	ENSG00000182774	ENST00000559273
RPS18	ENSG00000231500	ENST00000474973
RPS18	ENSG00000231500	ENST00000439602
RPS18	ENSG00000231500	ENST00000474626
RPS18	ENSG00000231500	ENST00000476222
RPS18	ENSG00000231500	ENST00000496813
RPS18	ENSG00000231500	ENST00000490191
RPS18	ENSG00000231500	ENST00000472218
RPS18	ENSG00000231500	ENST00000479802
RPS18	ENSG00000223367	ENST00000457341
RPS18	ENSG00000223367	ENST00000476337
RPS18	ENSG00000223367	ENST00000490380
RPS18	ENSG00000223367	ENST00000494232
RPS18	ENSG00000223367	ENST00000482391
RPS18	ENSG00000223367	ENST00000463232
RPS18	ENSG00000223367	ENST00000485674
RPS18	ENSG00000223367	ENST00000487970
RPS18	ENSG00000235650	ENST00000454021
RPS18	ENSG00000235650	ENST00000486781
RPS18	ENSG00000235650	ENST00000473242
RPS18	ENSG00000235650	ENST00000484321
RPS18	ENSG00000235650	ENST00000472979
RPS18	ENSG00000235650	ENST00000475634
RPS18	ENSG00000235650	ENST00000464602
RPS18	ENSG00000235650	ENST00000461925
RPS18	ENSG00000096150	ENST00000211372
RPS18	ENSG00000096150	ENST00000477055
RPS18	ENSG00000096150	ENST00000481330
RPS18	ENSG00000096150	ENST00000476288
RPS18	ENSG00000096150	ENST00000464447
RPS18	ENSG00000096150	ENST00000470852
RPS18	ENSG00000096150	ENST00000489474
RPS18	ENSG00000096150	ENST00000477733
RPS18	ENSG00000226225	ENST00000434122
RPS18	ENSG00000226225	ENST00000459882
RPS18	ENSG00000226225	ENST00000477273
RPS18	ENSG00000226225	ENST00000470276
RPS18	ENSG00000226225	ENST00000477787
RPS18	ENSG00000226225	ENST00000461584
RPS18	ENSG00000226225	ENST00000482698
RPS18	ENSG00000226225	ENST00000463901
RPS18	ENSG00000227794	ENST00000440980
RPS18	ENSG00000227794	ENST00000497078
RPS18	ENSG00000227794	ENST00000473705
RPS18	ENSG00000227794	ENST00000482819
RPS18	ENSG00000227794	ENST00000630000
RPS27	ENSG00000177954	ENST00000392558
RPS27	ENSG00000177954	ENST00000651669
RPS27	ENSG00000177954	ENST00000493224
RPS27	ENSG00000177954	ENST00000643794
RPS27	ENSG00000177954	ENST00000477151
RPS3A	ENSG00000292158	ENST00000709894
RPS3A	ENSG00000292158	ENST00000709895
RPS3A	ENSG00000292158	ENST00000709896
RPS3A	ENSG00000292158	ENST00000709893
RPS3A	ENSG00000292158	ENST00000709897
RPS3A	ENSG00000292158	ENST00000709898
RPS3A	ENSG00000292158	ENST00000709899
RPS3A	ENSG00000292158	ENST00000709900
RPS3A	ENSG00000292158	ENST00000709901
RPS3A	ENSG00000292158	ENST00000709902
RPS3A	ENSG00000292158	ENST00000709903
RPS3A	ENSG00000292158	ENST00000709904
RPS3A	ENSG00000292158	ENST00000709905
RPS3A	ENSG00000292158	ENST00000709906
RPS3A	ENSG00000145425	ENST00000509736
RPS3A	ENSG00000145425	ENST00000505243
RPS3A	ENSG00000145425	ENST00000507485
RPS3A	ENSG00000145425	ENST00000274065
RPS3A	ENSG00000145425	ENST00000515818
RPS3A	ENSG00000145425	ENST00000514682
RPS3A	ENSG00000145425	ENST00000503002
RPS3A	ENSG00000145425	ENST00000512690
RPS3A	ENSG00000145425	ENST00000508783
RPS3A	ENSG00000145425	ENST00000512797
RPS3A	ENSG00000145425	ENST00000507327
RPS3A	ENSG00000145425	ENST00000515792
RPS3A	ENSG00000145425	ENST00000506126
RPS3A	ENSG00000145425	ENST00000510993
RPS4Y1	ENSG00000129824	ENST00000250784
RPS4Y1	ENSG00000129824	ENST00000430575
RPS4Y1	ENSG00000129824	ENST00000477725
RPS4Y1	ENSG00000129824	ENST00000515575
RPS9	ENSG00000274626	ENST00000626065
RPS9	ENSG00000274626	ENST00000616928
RPS9	ENSG00000277359	ENST00000616839
RPS9	ENSG00000277359	ENST00000627525
RPS9	ENSG00000274646	ENST00000616107
RPS9	ENSG00000274646	ENST00000619965
RPS9	ENSG00000274646	ENST00000615013
RPS9	ENSG00000274646	ENST00000627616
RPS9	ENSG00000274646	ENST00000616082
RPS9	ENSG00000274646	ENST00000618247
RPS9	ENSG00000274646	ENST00000620940
RPS9	ENSG00000274646	ENST00000610765
RPS9	ENSG00000274646	ENST00000615346
RPS9	ENSG00000274646	ENST00000616038
RPS9	ENSG00000274646	ENST00000610796
RPS9	ENSG00000274646	ENST00000616625
RPS9	ENSG00000274646	ENST00000621080
RPS9	ENSG00000274646	ENST00000621621
RPS9	ENSG00000274646	ENST00000621001
RPS9	ENSG00000274005	ENST00000617291
RPS9	ENSG00000274005	ENST00000629607
RPS9	ENSG00000275323	ENST00000618751
RPS9	ENSG00000275323	ENST00000630768
RPS9	ENSG00000278081	ENST00000610953
RPS9	ENSG00000278081	ENST00000630852
RPS9	ENSG00000274950	ENST00000621749
RPS9	ENSG00000274950	ENST00000615859
RPS9	ENSG00000274950	ENST00000618690
RPS9	ENSG00000274950	ENST00000616298
RPS9	ENSG00000274950	ENST00000616536
RPS9	ENSG00000274950	ENST00000616290
RPS9	ENSG00000274950	ENST00000611921
RPS9	ENSG00000274950	ENST00000620540
RPS9	ENSG00000274950	ENST00000611511
RPS9	ENSG00000274950	ENST00000614070
RPS9	ENSG00000274950	ENST00000617485
RPS9	ENSG00000274950	ENST00000619600
RPS9	ENSG00000274950	ENST00000610850
RPS9	ENSG00000274950	ENST00000628741
RPS9	ENSG00000274950	ENST00000616877
RPS9	ENSG00000277079	ENST00000625297
RPS9	ENSG00000277079	ENST00000620720
RPS9	ENSG00000278270	ENST00000614737
RPS9	ENSG00000278270	ENST00000621233
RPS9	ENSG00000278270	ENST00000629619
RPS9	ENSG00000278270	ENST00000620356
RPS9	ENSG00000278270	ENST00000620740
RPS9	ENSG00000278270	ENST00000610644
RPS9	ENSG00000278270	ENST00000610826
RPS9	ENSG00000278270	ENST00000614095
RPS9	ENSG00000278270	ENST00000615167
RPS9	ENSG00000278270	ENST00000610799
RPS9	ENSG00000278270	ENST00000619229
RPS9	ENSG00000278270	ENST00000613820
RPS9	ENSG00000278270	ENST00000611572
RPS9	ENSG00000170889	ENST00000484121
RPS9	ENSG00000170889	ENST00000626547
RPS9	ENSG00000170889	ENST00000302907
RPS9	ENSG00000170889	ENST00000448962
RPS9	ENSG00000170889	ENST00000436445
RPS9	ENSG00000170889	ENST00000391752
RPS9	ENSG00000170889	ENST00000402367
RPS9	ENSG00000170889	ENST00000445961
RPS9	ENSG00000170889	ENST00000391751
RPS9	ENSG00000170889	ENST00000495002
RPS9	ENSG00000170889	ENST00000391753
RPS9	ENSG00000170889	ENST00000460761
RPS9	ENSG00000170889	ENST00000441429
RSBN1	ENSG00000081019	ENST00000261441
RSBN1	ENSG00000081019	ENST00000612242
RSBN1	ENSG00000081019	ENST00000476412
RSBN1	ENSG00000081019	ENST00000615321
RSBN1	ENSG00000081019	ENST00000369581
S100A12	ENSG00000163221	ENST00000368737
S100A8	ENSG00000143546	ENST00000368732
S100A8	ENSG00000143546	ENST00000368733
S100A8	ENSG00000143546	ENST00000477801
S100P	ENSG00000163993	ENST00000296370
S100P	ENSG00000163993	ENST00000513778
SLC35A1	ENSG00000164414	ENST00000464978
SLC35A1	ENSG00000164414	ENST00000369556
SLC35A1	ENSG00000164414	ENST00000369557
SLC35A1	ENSG00000164414	ENST00000369552
SLC38A2	ENSG00000134294	ENST00000256689
SLC38A2	ENSG00000134294	ENST00000549258
SLC38A2	ENSG00000134294	ENST00000551374
SLC38A2	ENSG00000134294	ENST00000552703
SLC38A2	ENSG00000134294	ENST00000612232
SLC38A2	ENSG00000134294	ENST00000546520
SLC38A2	ENSG00000134294	ENST00000548785
SLC38A2	ENSG00000134294	ENST00000548111
SLC38A2	ENSG00000134294	ENST00000548236
SLC38A2	ENSG00000134294	ENST00000552414
SLC38A2	ENSG00000134294	ENST00000548870
SLC38A2	ENSG00000134294	ENST00000547252
SLC38A2	ENSG00000134294	ENST00000551405
SLC38A2	ENSG00000134294	ENST00000553252
SLPI	ENSG00000124107	ENST00000338380
SMOX	ENSG00000088826	ENST00000493223
SMOX	ENSG00000088826	ENST00000621355
SMOX	ENSG00000088826	ENST00000278795
SMOX	ENSG00000088826	ENST00000339123
SMOX	ENSG00000088826	ENST00000305958
SMOX	ENSG00000088826	ENST00000484515
SMOX	ENSG00000088826	ENST00000346595
SMOX	ENSG00000088826	ENST00000379460
SMOX	ENSG00000088826	ENST00000457205
SMOX	ENSG00000088826	ENST00000494098
SMOX	ENSG00000088826	ENST00000486998
SMOX	ENSG00000088826	ENST00000466004
SNHG5	ENSG00000203875	ENST00000655847
SNHG5	ENSG00000203875	ENST00000673634
SNHG5	ENSG00000203875	ENST00000673729
SNHG5	ENSG00000203875	ENST00000673640
SNHG5	ENSG00000203875	ENST00000673769
SNHG5	ENSG00000203875	ENST00000674091
SNHG5	ENSG00000203875	ENST00000658383
SNHG5	ENSG00000203875	ENST00000652832
SNHG5	ENSG00000203875	ENST00000668100
SNHG5	ENSG00000203875	ENST00000623901
SNHG5	ENSG00000203875	ENST00000656441
SNHG5	ENSG00000203875	ENST00000657203
SNHG5	ENSG00000203875	ENST00000659276
SNHG5	ENSG00000203875	ENST00000659725
SNHG5	ENSG00000203875	ENST00000624128
SNHG5	ENSG00000203875	ENST00000623163
SNHG5	ENSG00000203875	ENST00000650155
SNHG5	ENSG00000203875	ENST00000589187
SNHG5	ENSG00000203875	ENST00000673721
SNHG5	ENSG00000203875	ENST00000666607
SNHG5	ENSG00000203875	ENST00000661011
SNHG5	ENSG00000203875	ENST00000658742
SNHG5	ENSG00000203875	ENST00000658584
SNHG5	ENSG00000203875	ENST00000661487
SNHG5	ENSG00000203875	ENST00000666667
SNHG5	ENSG00000203875	ENST00000665113
SNHG5	ENSG00000203875	ENST00000623650
SNHG5	ENSG00000203875	ENST00000671327
SNHG5	ENSG00000203875	ENST00000622963
SNHG5	ENSG00000203875	ENST00000587692
SNHG5	ENSG00000203875	ENST00000669160
SNHG5	ENSG00000203875	ENST00000667637
SNHG5	ENSG00000203875	ENST00000671650
SNHG5	ENSG00000203875	ENST00000656092
SNHG5	ENSG00000203875	ENST00000658077
SNHG5	ENSG00000203875	ENST00000655116
SNHG5	ENSG00000203875	ENST00000670094
SNHG5	ENSG00000203875	ENST00000654795
SNHG5	ENSG00000203875	ENST00000658919
SNHG5	ENSG00000203875	ENST00000660318
SNHG5	ENSG00000203875	ENST00000431043
SNHG5	ENSG00000203875	ENST00000663073
SNHG5	ENSG00000203875	ENST00000667693
SNHG5	ENSG00000203875	ENST00000669413
SNHG5	ENSG00000203875	ENST00000663448
SNHG5	ENSG00000203875	ENST00000667421
SNHG5	ENSG00000203875	ENST00000657339
SNHG5	ENSG00000203875	ENST00000668505
SNHG5	ENSG00000203875	ENST00000420199
SNHG5	ENSG00000203875	ENST00000659811
SNHG5	ENSG00000203875	ENST00000662914
SNHG5	ENSG00000203875	ENST00000664198
SNHG5	ENSG00000203875	ENST00000664449
SNHG5	ENSG00000203875	ENST00000665270
SNHG5	ENSG00000203875	ENST00000669678
SNHG5	ENSG00000203875	ENST00000658836
SNHG5	ENSG00000203875	ENST00000655834
SNHG5	ENSG00000203875	ENST00000623910
SNHG5	ENSG00000203875	ENST00000667289
SNHG5	ENSG00000203875	ENST00000657398
SNHG5	ENSG00000203875	ENST00000655881
SNHG5	ENSG00000203875	ENST00000659484
SNHG5	ENSG00000203875	ENST00000660580
SNHG5	ENSG00000203875	ENST00000661360
SNHG5	ENSG00000203875	ENST00000662245
SNHG5	ENSG00000203875	ENST00000667545
SNHG5	ENSG00000203875	ENST00000663133
SNHG5	ENSG00000203875	ENST00000668512
SNHG5	ENSG00000203875	ENST00000369605
SNHG5	ENSG00000203875	ENST00000665041
SNHG5	ENSG00000203875	ENST00000670410
SNHG5	ENSG00000203875	ENST00000414002
SNHG5	ENSG00000203875	ENST00000427501
SNHG5	ENSG00000203875	ENST00000435947
SNHG5	ENSG00000203875	ENST00000664396
SNHG5	ENSG00000203875	ENST00000669824
SNHG5	ENSG00000203875	ENST00000624295
SNHG5	ENSG00000203875	ENST00000625175
SNHG5	ENSG00000203875	ENST00000453754
SNHG5	ENSG00000203875	ENST00000658871
SNHG5	ENSG00000203875	ENST00000623001
SNHG5	ENSG00000203875	ENST00000428833
SNHG5	ENSG00000203875	ENST00000660949
SNHG5	ENSG00000203875	ENST00000666912
SNHG5	ENSG00000203875	ENST00000667622
SNHG5	ENSG00000203875	ENST00000623267
SNHG5	ENSG00000203875	ENST00000670327
SNHG5	ENSG00000203875	ENST00000425170
SNHG5	ENSG00000203875	ENST00000433843
SNHG5	ENSG00000203875	ENST00000850497
SNHG5	ENSG00000203875	ENST00000850498
SNHG5	ENSG00000203875	ENST00000850499
SNHG5	ENSG00000203875	ENST00000850500
SNHG5	ENSG00000203875	ENST00000850501
SNHG5	ENSG00000203875	ENST00000850502
SNHG5	ENSG00000203875	ENST00000850503
SNHG5	ENSG00000203875	ENST00000850504
SNHG5	ENSG00000203875	ENST00000850505
SNHG5	ENSG00000203875	ENST00000850506
SNHG5	ENSG00000203875	ENST00000850507
SNHG5	ENSG00000203875	ENST00000850508
SNHG5	ENSG00000203875	ENST00000850509
SNHG5	ENSG00000203875	ENST00000850510
SNHG5	ENSG00000203875	ENST00000850511
SNHG5	ENSG00000203875	ENST00000850512
SNHG5	ENSG00000203875	ENST00000850513
SNHG5	ENSG00000203875	ENST00000850514
SNHG5	ENSG00000203875	ENST00000850515
SNHG5	ENSG00000203875	ENST00000850516
SNHG5	ENSG00000203875	ENST00000850517
SNHG5	ENSG00000203875	ENST00000850518
SNHG5	ENSG00000203875	ENST00000850519
SNHG5	ENSG00000203875	ENST00000850520
SNHG5	ENSG00000203875	ENST00000850521
SNHG5	ENSG00000203875	ENST00000850522
SNHG5	ENSG00000203875	ENST00000850523
SNRPG	ENSG00000143977	ENST00000272348
SNRPG	ENSG00000143977	ENST00000429728
SNRPG	ENSG00000143977	ENST00000482975
SNRPG	ENSG00000143977	ENST00000438261
SNRPG	ENSG00000143977	ENST00000449935
SNRPG	ENSG00000143977	ENST00000413456
SNRPG	ENSG00000143977	ENST00000454893
SNRPG	ENSG00000143977	ENST00000480370
SNRPG	ENSG00000143977	ENST00000488400
SPOCK2	ENSG00000107742	ENST00000373109
SPOCK2	ENSG00000107742	ENST00000317376
SPOCK2	ENSG00000107742	ENST00000463279
SPOCK2	ENSG00000107742	ENST00000469121
SPOCK2	ENSG00000107742	ENST00000460053
SPOCK2	ENSG00000107742	ENST00000412663
SPOCK2	ENSG00000107742	ENST00000495888
SPOCK2	ENSG00000107742	ENST00000483699
SPRYD3	ENSG00000167778	ENST00000301463
SPRYD3	ENSG00000167778	ENST00000547257
SPRYD3	ENSG00000167778	ENST00000547837
SPRYD3	ENSG00000167778	ENST00000537540
SPRYD3	ENSG00000167778	ENST00000550564
SPRYD3	ENSG00000167778	ENST00000550252
SPTAN1	ENSG00000197694	ENST00000372731
SPTAN1	ENSG00000197694	ENST00000630804
SPTAN1	ENSG00000197694	ENST00000372739
SPTAN1	ENSG00000197694	ENST00000625282
SPTAN1	ENSG00000197694	ENST00000630866
SPTAN1	ENSG00000197694	ENST00000627441
SPTAN1	ENSG00000197694	ENST00000704202
SPTAN1	ENSG00000197694	ENST00000358161
SPTAN1	ENSG00000197694	ENST00000497216
SPTAN1	ENSG00000197694	ENST00000636257
SPTAN1	ENSG00000197694	ENST00000704203
SPTAN1	ENSG00000197694	ENST00000636337
SPTAN1	ENSG00000197694	ENST00000706487
SPTAN1	ENSG00000197694	ENST00000635853
SPTAN1	ENSG00000197694	ENST00000637867
SPTAN1	ENSG00000197694	ENST00000636483
SPTAN1	ENSG00000197694	ENST00000672130
SPTAN1	ENSG00000197694	ENST00000704204
SPTAN1	ENSG00000197694	ENST00000704205
SPTAN1	ENSG00000197694	ENST00000472211
SPTAN1	ENSG00000197694	ENST00000704206
SPTAN1	ENSG00000197694	ENST00000627809
SPTAN1	ENSG00000197694	ENST00000475367
SPTAN1	ENSG00000197694	ENST00000628867
SPTAN1	ENSG00000197694	ENST00000635806
SPTAN1	ENSG00000197694	ENST00000461855
SPTAN1	ENSG00000197694	ENST00000631315
SPTAN1	ENSG00000197694	ENST00000631121
SPTAN1	ENSG00000197694	ENST00000704207
SPTAN1	ENSG00000197694	ENST00000629137
SPTAN1	ENSG00000197694	ENST00000637820
SPTAN1	ENSG00000197694	ENST00000629378
SPTAN1	ENSG00000197694	ENST00000637434
SPTAN1	ENSG00000197694	ENST00000476825
SPTAN1	ENSG00000197694	ENST00000491712
SPTAN1	ENSG00000197694	ENST00000637903
SPTAN1	ENSG00000197694	ENST00000629047
SPTAN1	ENSG00000197694	ENST00000637032
SPTAN1	ENSG00000197694	ENST00000629089
SPTAN1	ENSG00000197694	ENST00000628614
SPTAN1	ENSG00000197694	ENST00000636939
SPTAN1	ENSG00000197694	ENST00000625980
SPTAN1	ENSG00000197694	ENST00000636010
SPTAN1	ENSG00000197694	ENST00000630763
SPTAN1	ENSG00000197694	ENST00000630147
SPTAN1	ENSG00000197694	ENST00000630981
SSR1	ENSG00000124783	ENST00000474597
SSR1	ENSG00000124783	ENST00000650389
SSR1	ENSG00000124783	ENST00000475213
SSR1	ENSG00000124783	ENST00000244763
SSR1	ENSG00000124783	ENST00000397511
SSR1	ENSG00000124783	ENST00000489567
SSR1	ENSG00000124783	ENST00000479365
SSR1	ENSG00000124783	ENST00000479485
SSR1	ENSG00000124783	ENST00000462112
SSR1	ENSG00000124783	ENST00000488834
SSR1	ENSG00000124783	ENST00000483409
SUZ12	ENSG00000178691	ENST00000322652
SUZ12	ENSG00000178691	ENST00000580398
SUZ12	ENSG00000178691	ENST00000494429
SUZ12	ENSG00000178691	ENST00000578106
TAX1BP1	ENSG00000106052	ENST00000418691
TAX1BP1	ENSG00000106052	ENST00000422800
TAX1BP1	ENSG00000106052	ENST00000265393
TAX1BP1	ENSG00000106052	ENST00000409980
TAX1BP1	ENSG00000106052	ENST00000416801
TAX1BP1	ENSG00000106052	ENST00000490455
TAX1BP1	ENSG00000106052	ENST00000396319
TAX1BP1	ENSG00000106052	ENST00000494033
TAX1BP1	ENSG00000106052	ENST00000457186
TAX1BP1	ENSG00000106052	ENST00000488564
TAX1BP1	ENSG00000106052	ENST00000460059
TAX1BP1	ENSG00000106052	ENST00000433216
TAX1BP1	ENSG00000106052	ENST00000543117
TMCO1	ENSG00000143183	ENST00000481278
TMCO1	ENSG00000143183	ENST00000612311
TMCO1	ENSG00000143183	ENST00000367881
TMCO1	ENSG00000143183	ENST00000580248
TMCO1	ENSG00000143183	ENST00000464650
TMCO1	ENSG00000143183	ENST00000476143
TMCO1	ENSG00000143183	ENST00000465705
TMCO1	ENSG00000143183	ENST00000628579
TMED5	ENSG00000117500	ENST00000370282
TMED5	ENSG00000117500	ENST00000370290
TMED5	ENSG00000117500	ENST00000483033
TMED5	ENSG00000117500	ENST00000479918
TMED5	ENSG00000117500	ENST00000370280
TMED7	ENSG00000134970	ENST00000456936
TMED7	ENSG00000134970	ENST00000503010
TMED7	ENSG00000134970	ENST00000508420
TMEM123	ENSG00000152558	ENST00000398136
TMEM123	ENSG00000152558	ENST00000361236
TMEM123	ENSG00000152558	ENST00000532161
TMEM123	ENSG00000152558	ENST00000528969
TMEM123	ENSG00000152558	ENST00000529492
TMEM123	ENSG00000152558	ENST00000525577
TMEM123	ENSG00000152558	ENST00000531103
TMEM123	ENSG00000152558	ENST00000526676
TMEM126B	ENSG00000171204	ENST00000393375
TMEM126B	ENSG00000171204	ENST00000531718
TMEM126B	ENSG00000171204	ENST00000531477
TMEM126B	ENSG00000171204	ENST00000358867
TMEM126B	ENSG00000171204	ENST00000528361
TMEM126B	ENSG00000171204	ENST00000530783
TMEM126B	ENSG00000171204	ENST00000534341
TMEM126B	ENSG00000171204	ENST00000526822
TMEM126B	ENSG00000171204	ENST00000529197
TMEM126B	ENSG00000171204	ENST00000530901
TMEM126B	ENSG00000171204	ENST00000531274
TMEM158	ENSG00000249992	ENST00000503771
TMEM71	ENSG00000165071	ENST00000524079
TMEM71	ENSG00000165071	ENST00000522780
TMEM71	ENSG00000165071	ENST00000677595
TMEM71	ENSG00000165071	ENST00000523829
TMEM71	ENSG00000165071	ENST00000356838
TMEM71	ENSG00000165071	ENST00000377901
TMEM71	ENSG00000165071	ENST00000522334
TMEM71	ENSG00000165071	ENST00000519016
TMEM71	ENSG00000165071	ENST00000517538
TMEM71	ENSG00000165071	ENST00000519187
TMEM71	ENSG00000165071	ENST00000519304
TMEM71	ENSG00000165071	ENST00000522594
TNS1	ENSG00000079308	ENST00000646520
TNS1	ENSG00000079308	ENST00000171887
TNS1	ENSG00000079308	ENST00000705226
TNS1	ENSG00000079308	ENST00000682258
TNS1	ENSG00000079308	ENST00000651849
